,SUSHI/USDT,BTS/USDT,INJ/USDT,RDNT/USDT,ZRX/USDT,HIGH/USDT,WAVES/USDT,SPELL/USDT,XTZ/USDT,BNB/USDT,DAR/USDT,HNT/USDT,JOE/USDT,ETC/USDT,XMR/USDT,ALICE/USDT,HOOK/USDT,REEF/USDT,BAT/USDT,DOGE/USDT,TRX/USDT,STORJ/USDT,SNX/USDT,XLM/USDT,IOTX/USDT,DASH/USDT,UMA/USDT,KAVA/USDT,RUNE/USDT,APE/USDT,BLUEBIRD/USDT,BNX/USDT,OP/USDT,KEY/USDT,DGB/USDT,SKL/USDT,FOOTBALL/USDT,TOMO/USDT,MTL/USDT,LTC/USDT,KSM/USDT,TRB/USDT,MANA/USDT,FLOW/USDT,CHR/USDT,GAL/USDT,USDC/USDT,OGN/USDT,RNDR/USDT,SC/USDT,STMX/USDT,KNC/USDT,SRM/USDT,BLUR/USDT,ENJ/USDT,ATOM/USDT,ENS/USDT,ATA/USDT,AGIX/USDT,IOST/USDT,HBAR/USDT,ZEC/USDT,IDEX/USDT,GALA/USDT,EDU/USDT,GTC/USDT,ALGO/USDT,LRC/USDT,STG/USDT,STX/USDT,ARPA/USDT,CELO/USDT,QNT/USDT,1INCH/USDT,T/USDT,LINA/USDT,AR/USDT,FIL/USDT,SOL/USDT,BLZ/USDT,COMBO/USDT,GMT/USDT,XVS/USDT,GMX/USDT,BAND/USDT,LDO/USDT,XRP/USDT,FTT/USDT,CRV/USDT,BEL/USDT,DOT/USDT,ONE/USDT,APT/USDT,ANKR/USDT,RAY/USDT,API3/USDT,CVC/USDT,ASTR/USDT,HOT/USDT,QTUM/USDT,IOTA/USDT,ADA/USDT,LIT/USDT,YFI/USDT,ETH/USDT,ALPHA/USDT,WOO/USDT,SFP/USDT,RLC/USDT,BTCST/USDT,1000XEC/USDT,FXS/USDT,CFX/USDT,AUDIO/USDT,ID/USDT,HFT/USDT,NEO/USDT,UNFI/USDT,SAND/USDT,CTK/USDT,LINK/USDT,MINA/USDT,CELR/USDT,RSR/USDT,REN/USDT,LPT/USDT,JASMY/USDT,PHB/USDT,EGLD/USDT,LUNA2/USDT,ONT/USDT,VET/USDT,IMX/USDT,LQTY/USDT,COTI/USDT,CVX/USDT,ARB/USDT,BAKE/USDT,GRT/USDT,FLM/USDT,MASK/USDT,EOS/USDT,BAL/USDT,COCOS/USDT,SUI/USDT,DENT/USDT,TRU/USDT,CKB/USDT,SSV/USDT,C98/USDT,ZEN/USDT,NEAR/USDT,BCH/USDT,1000SHIB/USDT,ANT/USDT,TLM/USDT,AAVE/USDT,ICP/USDT,1000LUNC/USDT,RAD/USDT,AVAX/USDT,MAGIC/USDT,ROSE/USDT,MATIC/USDT,MKR/USDT,PEOPLE/USDT,THETA/USDT,UNI/USDT,PERP/USDT,RVN/USDT,NKN/USDT,KLAY/USDT,DEFI/USDT,COMP/USDT,BTCDOM/USDT,BTC/USDT,OMG/USDT,ICX/USDT,1000PEPE/USDT,FET/USDT,LEVER/USDT,1000FLOKI/USDT,FTM/USDT,AMB/USDT,SXP/USDT,XEM/USDT,ZIL/USDT,AXS/USDT,DYDX/USDT,OCEAN/USDT,CHZ/USDT,DUSK/USDT,CTSI/USDT,ACH/USDT
ETC/USDT,0.690240151,0.313363133,0.625094897,0.654037198,0.687514702,0.766054908,0.625873844,0.771521512,0.712435293,0.704658385,0.657341195,0.475861211,0.709120675,1,0.611468699,0.723328137,0.722796275,0.584289682,0.701740353,0.59460885,0.545954899,0.615368789,0.652618222,0.691370924,0.68843804,0.729094595,0.937916396,0.578434439,0.763820475,0.695637927,0.846982419,0.626978606,0.725606786,0.480092041,0.697517124,0.632208181,0.519938394,0.574669011,0.542437895,0.702175003,0.706321673,0.466085634,0.654216523,0.653713161,0.719773075,0.61835044,0.206327127,0.652459543,0.627107764,0.226774354,0.648758126,0.648640753,0.350751268,0.802919092,0.703042752,0.664282569,0.720047981,0.656018719,0.648542783,0.683268212,0.643526597,0.722969794,0.693812789,0.582177192,0.599848654,0.636026513,0.680361542,0.690971692,0.468284213,0.621833399,0.512411479,0.62018984,0.640233052,0.684062401,0.766197784,0.568701459,0.619626987,0.59671484,0.652898074,0.59508643,0.881777673,0.662210122,0.872968227,0.625198051,0.590744034,0.699018696,0.622543578,0.38416881,0.722614475,0.575158621,0.748288533,0.669716784,0.610439854,0.622086694,0.501740869,0.612163292,0.60201533,0.841663375,0.649938432,0.764662297,0.711983991,0.750315326,0.433451656,0.683514929,0.820158098,0.617000698,0.598725624,0.523282832,0.485267435,,0.68462422,0.618055333,0.700620579,0.610888934,0.619364099,0.809375976,0.669274606,0.519563703,0.705041364,0.515010006,0.724119081,0.775373512,0.636305346,0.586106619,0.582312696,0.690340855,0.54895151,0.721524297,0.592509231,0.528418413,0.68041363,0.730382026,0.627433403,0.687536943,0.633987681,0.689194679,0.539505341,0.670792561,0.631571073,0.518292704,0.48356388,0.697880208,0.732872673,0.485376828,0.875320965,0.662978298,0.708076264,0.677439714,0.668145279,0.632096621,0.698800844,0.760960086,0.785682297,0.591937554,0.565352499,0.895642972,0.737615817,0.755730495,0.391321858,0.521157714,0.750775139,0.712426358,0.659937697,0.715416491,0.655693098,0.578241088,0.69995028,0.739533344,0.84967314,0.71578211,0.452673643,0.53165766,0.799303446,0.685975243,-0.572680502,0.717036948,0.634744653,0.629715212,0.553668214,0.632587227,0.726422316,0.884815247,0.662394513,0.573074745,0.549158464,0.584707982,0.689232906,0.669701274,0.550848385,0.58994527,0.543633625,0.513263459,0.584987655,0.744077866
HNT/USDT,0.497559708,0.204761348,0.417125753,,0.51246101,0.463487929,0.506142111,0.473123266,0.54183809,0.530769968,0.48114885,1,,0.475861211,0.435961582,0.554074897,0.462358833,0.453218732,0.553826897,0.4412275,0.372574002,0.456954817,0.453924821,0.552573106,0.540018177,0.486786577,,0.501264666,0.561227293,0.511846751,0.546982449,0.231514374,0.453340982,,0.515775561,0.490301003,0.423002043,0.418211467,0.426086605,0.515101184,0.557268129,0.424124358,0.56151059,0.513480027,0.478646289,0.435783103,0.277293253,0.546843563,0.398571639,0.177643786,0.502916805,0.51132847,0.324641493,,0.567803992,0.514444977,0.487507823,0.477652815,0.156533372,0.533578512,0.518032716,0.486191897,,0.44915893,,0.45129676,0.541085108,0.511758543,0.414610907,0.117308715,0.403131733,0.486939714,0.494743836,0.447262664,0.381371839,0.394482813,0.489324486,0.497021497,0.539510688,0.487081523,,0.505304967,,0.197426167,0.457978366,0.461647295,0.478357679,0.365959266,0.55170839,0.439004986,0.556496141,0.525319322,0.482301025,0.42689343,0.451056272,0.507990294,0.460727381,0.43669358,0.541557885,0.529018394,0.578497662,0.513114336,0.326755087,0.501589629,0.531234659,0.507096932,0.487025919,0.456053733,0.387214172,,0.489916597,0.399378475,0.309716205,0.502971101,,,0.470227312,0.376873557,0.562894696,0.395173298,0.532300436,0.347136968,0.504279652,0.470009715,0.455535548,0.475534842,0.441799891,0.299516527,0.507273329,0.439226823,0.482061743,0.59460566,0.449327226,0.185446014,0.518775009,0.507789184,,0.525942459,0.500761543,0.374834014,0.317003316,0.508913489,0.486895338,0.309762038,,0.540716213,0.346605591,0.114573864,0.284422068,0.475448393,0.526454254,0.557931683,0.511911388,0.437962368,0.402953508,,0.548320022,0.548093162,0.295527263,,0.527375034,0.446512963,0.479667584,0.493866577,0.509981137,0.509648955,0.536179966,0.492572762,0.227868008,0.385549842,0.39178873,0.4056024,0.596601722,0.545927864,-0.369481219,0.50335474,0.481850574,0.463065478,,0.361867778,,,0.488202763,,0.400860741,0.441419342,0.520033049,0.504720989,0.382734426,0.513231145,0.452914852,0.352944104,0.456607375,0.297812741
NEAR/USDT,0.71912496,0.367923828,0.661033432,0.662652332,0.762499847,0.765728149,0.770635941,0.79690134,0.783463553,0.762112415,0.751779545,0.557931683,0.622977904,0.760960086,0.673052178,0.812017228,0.714924251,0.69109366,0.825833947,0.631279197,0.621435248,0.697503569,0.650420376,0.763861304,0.758215233,0.736127578,0.827209033,0.679354222,0.831310698,0.72552551,0.830369956,0.6169521,0.683352677,0.488910373,0.785876638,0.725641397,0.583563703,0.655075,0.649933901,0.685429751,0.781952773,0.500594026,0.814453696,0.786732753,0.81423342,0.760071628,0.19348682,0.725187673,0.657934834,0.211016804,0.741974354,0.741464056,0.370573795,0.860699483,0.820726547,0.783120767,0.742065007,0.701951754,0.635751491,0.79664388,0.760491798,0.752589926,0.67811376,0.700320749,0.611331394,0.648219636,0.814415451,0.759578672,0.538705654,0.587498369,0.586566295,0.738275321,0.6962689,0.709496961,0.712127542,0.60921189,0.705276283,0.674137682,0.768335109,0.68951781,0.806411892,0.750066851,0.775062468,0.657211963,0.657524601,0.701631608,0.669027197,0.422836529,0.749247425,0.635968975,0.849276372,0.829492596,0.647298465,0.656708933,0.52781671,0.707143106,0.588221866,0.841575347,0.787748617,0.784316748,0.794020615,0.813581029,0.504804295,0.730079475,0.813826943,0.687750907,0.711773038,0.575527661,0.529421425,,0.750190926,0.64183023,0.726498557,0.695348848,0.556269232,0.746822984,0.720699794,0.568940841,0.819504155,0.502117626,0.794865624,0.742965299,0.722976174,0.691087105,0.678949117,0.731795432,0.670029295,0.742629078,0.709058082,0.568221125,0.758635498,0.846755486,0.711036585,0.68013911,0.734860977,0.70038559,0.551110798,0.741097514,0.736657614,0.581002256,0.524852331,0.670967094,0.765387824,0.485128695,0.815508212,0.752056215,0.648922613,0.697256489,0.661411367,0.716625423,0.793357861,1,0.751665959,0.657268824,0.637295262,0.798474933,0.813855466,0.802554051,0.408197139,0.398998922,0.851863278,0.691207322,0.724773268,0.745616109,0.661015892,0.62295352,0.81105686,0.744809512,0.819537776,0.690444805,0.548598448,0.579575134,0.864212339,0.782870635,-0.499502384,0.783832165,0.70283604,0.718920564,0.672990665,0.605848486,0.708355131,0.896651542,0.806486648,0.570724128,0.617908709,0.661317082,0.794390796,0.75995397,0.62396085,0.637873364,0.627285463,0.639920141,0.697295868,0.774599153
AVAX/USDT,0.725605545,0.395853239,0.663841792,0.691809625,0.760092323,0.788040118,0.72389126,0.820493336,0.790436735,0.780558035,0.785813164,0.527375034,0.764036757,0.750775139,0.681109333,0.819810494,0.776480347,0.691044367,0.810257277,0.631676198,0.60638465,0.730494253,0.675610832,0.771087192,0.760448738,0.760238015,0.941424586,0.669570099,0.851527538,0.752543498,0.805271084,0.686892033,0.693381022,0.512241536,0.79305938,0.719255242,0.583584038,0.64027624,0.64860169,0.722734795,0.787767764,0.543584665,0.772723914,0.750509065,0.796183086,0.726022455,0.123541133,0.744882108,0.69909569,0.229291964,0.731588438,0.729246015,0.371221893,0.807235889,0.809337235,0.778495734,0.765502064,0.718770681,0.661053077,0.775628892,0.737191005,0.758698834,0.705837216,0.672831026,0.598280677,0.6511853,0.794311028,0.774245966,0.52737464,0.627191145,0.598438987,0.725292982,0.689052819,0.730127778,0.765453989,0.614213818,0.731187377,0.657271002,0.759226035,0.692119444,0.85522824,0.749844017,0.854205371,0.710726217,0.624280061,0.631936369,0.690181173,0.417449621,0.770540254,0.64113596,0.83329018,0.81520013,0.599730092,0.641111838,0.545498128,0.68732182,0.595469407,0.835618425,0.754168785,0.797739333,0.808118892,0.817501093,0.486000391,0.715254938,0.811631156,0.712126232,0.702970901,0.599770139,0.51014535,,0.724910749,0.640168364,0.720616812,0.696797559,0.671572316,0.836968294,0.711345631,0.612293214,0.815120008,0.520984745,0.808882948,0.759994831,0.751811175,0.690417671,0.685514862,0.722059542,0.616793988,0.738490607,0.716338019,0.545862987,0.762760522,0.841682063,0.706232409,0.728337909,0.732553699,0.732272232,0.615557519,0.758850749,0.7122963,0.617630614,0.513285129,0.700158511,0.762828319,0.462402926,0.837991812,0.748677078,0.723654654,0.72295595,0.694649703,0.716331587,0.801931625,0.851863278,0.741759817,0.662639662,0.639524347,0.895183771,0.816212563,0.76556486,0.372254018,0.53033223,1,0.794070733,0.70943122,0.787884279,0.7086522,0.623087419,0.80653284,0.772650538,0.895089073,0.689825047,0.526298745,0.582228624,0.883701452,0.767997349,-0.508083508,0.781013296,0.709167802,0.704849643,0.575519571,0.648173418,0.773107678,0.898798716,0.787806647,0.607912342,0.616402069,0.643242001,0.767955899,0.738676882,0.64789975,0.633988762,0.642575998,0.627746801,0.697088467,0.758396357
ASTR/USDT,0.845327984,,0.695256516,0.792197153,0.724547898,0.713006723,0.774443294,0.784082149,0.746850186,0.734608598,0.796245175,0.43669358,0.746634979,0.841663375,0.601666129,0.849789359,0.828889063,0.858790285,0.790172832,0.721684678,0.621398654,0.723135181,0.72243237,0.674103321,0.725711588,0.732426561,0.874555572,0.619993284,0.848267339,0.761833037,0.828593306,0.613019301,0.754151967,0.53091819,0.836290696,0.804023461,0.632968222,0.574605321,0.517950291,0.745716051,0.853627343,0.838806157,0.82737409,0.875539383,0.79684135,0.860885809,0.244842642,0.854643337,0.69263403,,0.771696479,0.803065295,,0.861594079,0.772054747,0.818609573,0.821912562,0.82058662,0.640787153,0.700607774,0.673125836,0.79644015,0.73543316,0.839655169,0.65745192,0.647788228,0.818249145,0.81481423,0.711157528,0.612681439,0.467245111,0.773499984,0.673882225,0.730994411,0.702783197,0.451509236,0.85941912,0.811407292,0.764057186,0.872541568,0.903166441,0.814900815,0.891008616,0.718681365,0.809132572,0.731176706,0.535383124,,0.829637411,0.522647338,0.871765436,0.855787764,0.72909008,0.6784179,,0.760675523,,1,0.75942456,0.692250236,0.767661764,0.790945672,0.805602948,0.673439633,0.808108807,0.597354455,0.772287433,0.775133757,0.604793785,,0.798193082,0.785193933,0.751750718,0.750673064,0.702621357,0.885208229,0.590504039,0.795919243,0.829975446,0.752331175,0.837746832,0.799921607,0.676624256,0.83927424,0.594726775,0.734434488,0.701926572,0.706620599,0.615194379,0.76085019,0.627959515,0.815230064,0.662825225,0.785353189,0.8452762,0.780610316,0.677592419,0.784420088,0.82022756,0.763458915,0.645921083,0.688740545,0.774823045,0.567296082,0.807452942,0.744638719,0.741663417,0.708121221,0.731688813,0.753021989,0.822577591,0.841575347,0.747671012,0.824999504,0.721415294,0.904113209,0.849450427,0.827552251,0.615072979,0.445914609,0.835618425,0.804157679,0.768869206,0.817576411,0.602905585,0.811254392,0.816570883,0.831385429,0.843428789,0.84763103,0.704743958,0.695836442,0.861631739,0.84511135,-0.130701119,0.785224381,0.516096521,0.664205733,0.705980063,0.712991005,0.798075027,0.905550979,0.807596649,0.592822412,0.497655266,0.5415312,0.765218634,0.841948178,0.810234388,0.779088215,0.792374784,0.762321794,0.554105057,0.766819976
ZEC/USDT,0.726497354,0.33246876,0.651017109,0.73826276,0.746469571,0.753579673,0.669005877,0.781054863,0.775058028,0.747944889,0.672741843,0.486191897,0.725849317,0.722969794,0.709567822,0.786519191,0.673706209,0.683327267,0.758200116,0.629253409,0.62526226,0.660133843,0.625027628,0.748613084,0.722263612,0.809814283,0.908672046,0.64292391,0.796692751,0.695005282,0.790957386,0.679776609,0.660433912,0.456482998,0.776959957,0.692658093,0.538493109,0.616362839,0.63327419,0.777213443,0.741585196,0.541500702,0.699135686,0.743222783,0.758763522,0.699449518,0.159005137,0.747557568,0.586450338,0.262913864,0.708740787,0.695093205,0.325636967,0.815842265,0.764598831,0.714518923,0.710008639,0.698156839,0.630821861,0.747042472,0.706502618,1,0.739030887,0.632569306,0.580744384,0.64066687,0.743964385,0.746657095,0.512906401,0.593665689,0.553715468,0.673791542,0.598137245,0.707811421,0.738713789,0.59179984,0.692811716,0.66940529,0.685902941,0.680102976,0.867901116,0.704501998,0.883710347,0.682343127,0.583803697,0.659343383,0.661520035,0.430558049,0.695207224,0.651856482,0.812575535,0.747866479,0.61604199,0.658096077,0.521820625,0.642488605,0.574819493,0.79644015,0.71853878,0.764290145,0.788222375,0.757164488,0.514224075,0.700510723,0.806538973,0.661198908,0.654548844,0.573056306,0.495946764,,0.720527127,0.617557044,0.689216779,0.664139238,0.672363455,0.822999077,0.738365545,0.553660701,0.764107283,0.526523475,0.764124646,0.783900531,0.709040249,0.656191296,0.654292187,0.713180669,0.626995274,0.769725065,0.650939838,0.584738179,0.732026931,0.795174976,0.685828788,0.721470047,0.686092499,0.687546916,0.645755031,0.741802179,0.69034845,0.633355132,0.526568637,0.705422404,0.765202728,0.429632617,0.86267677,0.695321609,0.60482812,0.68651777,0.636868176,0.707158593,0.807754322,0.752589926,0.754273065,0.63508463,0.609918809,0.914995852,0.762436234,0.76524658,0.456295904,0.484444391,0.758698834,0.673416961,0.696075543,0.718852511,0.680601413,0.661857911,0.70640556,0.737444808,0.853841256,0.68557671,0.549394948,0.592062189,0.844003074,0.728440865,-0.465453788,0.779914011,0.668619495,0.684391078,0.535482988,0.584318923,0.761205472,0.892446521,0.705795348,0.599896267,0.589196885,0.616000321,0.739414774,0.68958499,0.661137715,0.659005375,0.615960956,0.583043926,0.653639173,0.722941161
SPELL/USDT,0.785925202,,0.651153977,0.72927314,0.856594397,0.705382584,0.776474011,1,0.766849971,0.726467681,0.77007437,0.473123266,0.709633416,0.771521512,0.686069291,0.841407692,0.71736705,0.666289635,0.80617401,0.650777151,0.648576855,0.79399759,0.738162221,0.768811899,0.762073967,0.741515227,0.888346601,0.633621059,0.860959176,0.692082091,0.802248379,0.656354793,0.745519479,0.578482554,0.793356025,0.70435254,0.600596038,0.630440661,0.64191247,0.721399884,0.784483831,0.725112465,0.764877683,0.815593071,0.78689053,0.742081821,0.135203297,0.796509908,0.638396779,,0.775354834,0.773976147,0.323640959,0.783475705,0.797352135,0.763991766,0.799266322,0.742679477,0.681455351,0.78686541,0.719638724,0.781054863,0.693063153,0.691777079,0.594781039,0.636701855,0.792644546,0.816810979,0.585496626,0.597656764,0.561908595,0.735074348,0.653610909,0.781133793,0.726537222,0.587844076,0.73547712,0.754741972,0.704422758,0.76445536,0.878055621,0.721222504,0.884907471,0.648739271,0.607651511,0.678188444,0.655084108,0.459173508,0.807564578,0.621413814,0.830858924,0.827240018,0.641750208,0.723658916,0.466548152,0.703806221,0.541669478,0.784082149,0.822656862,0.783857073,0.806227062,0.80796042,0.605344354,0.765563532,0.803547012,0.66287028,0.722171258,0.572257479,0.584015724,,0.72816928,0.637537219,0.688514474,0.690731102,0.591667622,0.854198177,0.680799301,0.797213475,0.791656635,0.723596458,0.808998516,0.715543427,0.684802261,0.764729896,0.652532999,0.761268615,0.67908957,0.74298431,0.676167718,0.660728579,0.743794358,0.826157616,0.688996807,0.692905187,0.722911381,0.730367621,0.607021079,0.79412791,0.680001747,0.799284684,0.505600759,0.74332006,0.763403051,0.472677883,0.881522187,0.80537525,0.681643617,0.679619711,0.674001011,0.737502325,0.807766682,0.79690134,0.793931419,0.765710062,0.658548016,0.842807205,0.810798159,0.777074649,0.514730719,0.504069514,0.820493336,0.752204827,0.771722374,0.804163842,0.657411553,0.696415879,0.810189364,0.784285236,0.852299775,0.662275979,0.567244843,0.580553023,0.894836185,0.781063161,-0.464270146,0.757410564,0.678726152,0.718864062,0.569650949,0.608418187,0.730872992,0.876692575,0.753313437,0.48837965,0.592443634,0.669195458,0.814953658,0.715356763,0.673335996,0.640018709,0.719214831,0.649159285,0.680242704,0.711299611
VET/USDT,0.759572216,0.315509918,0.697307907,0.66589361,0.812858353,0.753796639,0.766930896,0.826157616,0.82068832,0.772988745,0.775053064,0.59460566,0.742869159,0.730382026,0.684726118,0.857121634,0.714500035,0.748278249,0.849888483,0.648002056,0.670943349,0.755080049,0.694061242,0.797156157,0.79843879,0.792647323,0.84692632,0.688726519,0.841412304,0.744038064,0.801699687,0.650963366,0.701251969,0.591541779,0.820499497,0.765664531,0.602026129,0.685467736,0.6938209,0.743922505,0.815500182,0.562517969,0.831196295,0.806043238,0.825777375,0.762901909,0.255268318,0.795871123,0.596636923,0.217908461,0.775612136,0.735470808,0.393517222,0.760961891,0.854417268,0.765269489,0.762737136,0.756067499,0.604330739,0.865123974,0.77837772,0.795174976,0.644236546,0.71658839,0.591614513,0.67162536,0.846812807,0.805683211,0.556085816,0.607756501,0.627401393,0.785389793,0.686524004,0.758240464,0.744207466,0.651758066,0.751198573,0.743205895,0.749923338,0.74216295,0.780739227,0.754514374,0.824912638,0.661278804,0.669675061,0.686324606,0.689941733,0.43965028,0.761322403,0.716588421,0.86092852,0.830002965,0.661634299,0.707222888,0.529480426,0.730302586,0.588229685,0.815230064,0.819087155,0.869291266,0.860317811,0.831309067,0.55460841,0.737480791,0.802201092,0.714992042,0.728114705,0.608256294,0.577172563,,0.781675085,0.627577529,0.753661299,0.740421386,0.651244187,0.825959646,0.821236914,0.617784885,0.842267222,0.59587789,0.83357383,0.74029753,0.768151098,0.727579271,0.688905313,0.763703358,0.703110082,0.727432657,0.7253377,0.584129534,0.840695603,1,0.710979933,0.747805528,0.795989076,0.731852482,0.61803614,0.805092832,0.75169864,0.646163478,0.550580385,0.740611867,0.761393099,0.503677874,0.784842543,0.816236069,0.705803234,0.727736879,0.717003723,0.740745553,0.837587709,0.846755486,0.778653129,0.697281401,0.662032706,0.864642021,0.813850314,0.820742083,0.4121875,0.359033961,0.841682063,0.702533567,0.762931855,0.781562178,0.708720059,0.679592385,0.848648346,0.773355746,0.858831281,0.717187184,0.600606871,0.652489398,0.90721112,0.796277322,-0.442577203,0.814311953,0.774033801,0.768059527,0.514941809,0.637747684,0.746909309,0.876948206,0.778000108,0.567489808,0.63625793,0.710601114,0.842264168,0.770958731,0.670062007,0.706295314,0.67765629,0.632293285,0.746006906,0.78110642
BCH/USDT,0.725824132,0.336756601,0.642737966,0.65128362,0.726948054,0.697275596,0.69420518,0.793931419,0.753696525,0.713484608,0.685876208,0.511911388,0.630842473,0.785682297,0.697379454,0.752257983,0.651667162,0.614932276,0.738758217,0.655699851,0.602029894,0.640245714,0.620952603,0.757195648,0.710904633,0.757394366,0.885440508,0.62574535,0.778912741,0.658563493,0.828930717,0.572273851,0.689945487,0.443219369,0.76028631,0.652647011,0.539124508,0.597827973,0.61278214,0.758293822,0.724489531,0.438465779,0.677655225,0.727043907,0.765765507,0.643763546,0.24408189,0.711803622,0.538688009,0.310059282,0.715672783,0.664035423,0.402658317,0.780338963,0.739026096,0.702449203,0.672036309,0.691544046,0.589843387,0.759608435,0.698068682,0.754273065,0.603293592,0.610417515,0.484478196,0.63448623,0.723548557,0.723972447,0.486103818,0.572503201,0.5192774,0.669340028,0.62979317,0.705936508,0.674932912,0.586579346,0.588774974,0.601669376,0.675054919,0.676324276,0.907909969,0.667005604,0.780371793,0.580511432,0.618120672,0.68263728,0.665205786,0.43065643,0.740646217,0.647510125,0.765833392,0.716794,0.640684795,0.645108341,0.553480573,0.63530553,0.633034035,0.747671012,0.703374987,0.792766493,0.779971468,0.744231264,0.486347735,0.737566828,0.802173275,0.67514375,0.602176674,0.572926038,0.514292971,,0.726596462,0.60114538,0.690981787,0.65587273,0.504260153,0.719408125,0.750851608,0.539235519,0.731189799,0.515850062,0.753155934,0.660488806,0.6866765,0.610502031,0.640607126,0.738715078,0.611300002,0.720061842,0.630597453,0.604918287,0.750720655,0.778653129,0.636968853,0.666706575,0.696004061,0.692031273,0.465237419,0.736370938,0.647568274,0.580044854,0.508483841,0.728332823,0.73886772,0.47399936,0.784671547,0.703757493,0.657602623,0.687836368,0.612343389,0.6808088,0.781695969,0.751665959,1,0.635754793,0.564624626,0.771827306,0.761988752,0.726013182,0.440421646,0.529385285,0.741759817,0.636569992,0.723362686,0.694449357,0.671996704,0.580412397,0.716608933,0.7434555,0.784574217,0.672963001,0.533151341,0.584439335,0.829983168,0.716801885,-0.411265444,0.801477411,0.718808382,0.673414495,0.571923778,0.579606513,0.666049992,0.750871426,0.696808909,0.503623351,0.604744697,0.645924106,0.733832178,0.668661071,0.590247253,0.625790224,0.609242445,0.528510599,0.663647586,0.731352794
MATIC/USDT,0.719411668,0.386897801,0.654095839,0.683405491,0.721364178,0.68084021,0.659135202,0.804163842,0.725883363,0.745106264,0.677573433,0.493866577,0.645886964,0.715416491,0.660425111,0.749505152,0.667389842,0.659358378,0.761679103,0.565101968,0.57295454,0.698315224,0.6414037,0.721000135,0.6976572,0.711582957,0.861377125,0.639013456,0.795089116,0.685196915,0.786984864,0.679557593,0.696559086,0.525236028,0.723748781,0.643128476,0.64434041,0.582408051,0.613904721,0.686449785,0.728917579,0.514733655,0.69378716,0.702907943,0.723151618,0.674778709,0.17636835,0.686520479,0.585398911,0.21450583,0.690770158,0.700038549,0.436509517,0.743486349,0.748819356,0.738560964,0.688618601,0.669069567,0.635965483,0.697130441,0.680468955,0.718852511,0.592880674,0.595561149,0.570896885,0.618953862,0.763089076,0.775545468,0.501423513,0.57785386,0.546584866,0.692912187,0.679046189,0.674824127,0.705741832,0.551856888,0.693417283,0.617437293,0.721584419,0.607008157,0.680792507,0.689350986,0.840404569,0.669360504,0.657067468,0.668908612,0.649910858,0.496151219,0.792250916,0.619764963,0.761804293,0.697358565,0.626319097,0.583955286,0.572474395,0.614179765,0.610452656,0.817576411,0.694314945,0.730723223,0.742586472,0.768772771,0.472925663,0.685603318,0.79693707,0.62812986,0.645055092,0.532254006,0.482545003,,0.70501662,0.59840293,0.667604762,0.660646239,0.679105925,0.781197787,0.665230667,0.563453508,0.748598712,0.461465409,0.770429067,0.703466735,0.680578121,0.657964704,0.580520404,0.677019725,0.571653352,0.7015532,0.649572733,0.545277625,0.686858798,0.781562178,0.649675599,0.706968518,0.710958065,0.687859736,0.596659011,0.732683025,0.647600107,0.570312965,0.479818351,0.6511508,0.741636728,0.416168856,0.790786154,0.676385201,0.737881248,0.655573755,0.647052477,0.662189348,0.717087096,0.745616109,0.694449357,0.616189253,0.571074286,0.884789501,0.79163084,0.750760681,0.384403923,0.432027897,0.787884279,0.705318433,0.651002804,1,0.675716746,0.56748533,0.696919421,0.754628903,0.811847198,0.642098778,0.504440879,0.585144253,0.846798718,0.717253911,-0.522833152,0.741635053,0.647179278,0.660529871,0.480068748,0.579720944,0.739728217,0.842543988,0.70839855,0.575510508,0.561096521,0.606267203,0.719469639,0.695263656,0.610877149,0.636874163,0.618218846,0.564912099,0.633577738,0.744282103
